22	ridriguez,redriguez,rodrigue,rodrigurez,rodriguiez,rodlriguez,rodrigez,robriguez,rogriguez,ropdriguez,rofdriguez,rodrigguez,rodrifguez,rodrigiuez,rodriguuez,rodriguez,rodrdiguez,rodruiguez,rodreiguez,rodrgiuez,rodriuez,odriguez
10	hernanadez,hernandez,hrnandez,ernandez,fernandez,fernanez,henandez,herandez,hernendez,hernande
10	echeverry,echevery,acheverria,cheverria,echevarria,echeverri,eceheverria,echecerria,echeverria,echeverrria
9	guierrez,gutierez,gutirrez,guitierrez,gitierrez,gutierrez,gutierreez,guutierrez,gurtierrez
9	sanachez,sanchez,saanchez,anchez,zanchez,sanche,sanchea,sanches,sanchezs
8	castelllanos,castellanos,castellamos,castellano,catellanos,cstellanos,castellenos,castllanos
8	maria,martha,marta,matta,malta,mata,manta,malva
7	chaparrro,chaparroa,chaparro,cahaparro,chavarro,chaprro,chaparo
7	cantillo,catillo,cstillo,carrillo,carillo,campillo,capillo
7	rache,rachen,raches,lach,llach,lache,fache
7	albarracion,albararcion,albarracin,albarrracin,albbarracin,albrracin,albarracil
7	velandi,valandia,veñandia,velandoia,velandia,veladia,velania
7	salmanca,salanmanca,salamamca,salamanca,salamanaca,slamanca,solamanca
7	figeredo,figueredo,figuerredo,figuereo,figuereso,rigueredo,fegueredo
7	betancort,betancurt,betancuurt,betancourth,betancourt,betancur,betancour
7	molano,molamo,moyano,morano,solano,olano,solao
6	corredop,corredo,correo,corredor,corrdedor,coredor
6	venavides,benvides,benevides,benavides,benabides,benavide
6	higueras,huiguera,higuera,hifuera,higura,higua
6	alfonzo,alonzo,alfoso,alfonso,alonso,alfanso
6	chistancho,critancho,cristanncho,cristancho,tristancho,cristacho
6	becarra,bacerra,becerrra,becerra,beccerra,bercerra
6	cardenal,cardena,cadena,cardona,cardoza,carmona
6	majica,mujica,mijica,mijia,nojica,mojica
6	covaria,cobaria,cogaria,tocaria,tobaria,tovaria
6	calbuena,balbuena,valbuena,vilbuena,valvuena,vabuena
6	cuchivaque,cuchimaque,cuchivage,cuchibague,cuchivague,cuchivaguen
6	zanabria,sanabruia,sanabria,sanabrias,sanbria,sanabia
6	aquirre,aguirre,agurre,aguirrre,aguirree,aguire
